,NOME,DISTRITO,CONCELHO,FREGUESIA,BACIA,ALTITUDE (M),COORD_X (M),COORD_Y (M),SISTEMA AQUÍFERO,ESTADO,marker site,latitude,longitude,site_id
794,,FARO,VILA REAL DE SANTO ANTÓNIO,MONTE GORDO,RIBEIRAS DO ALGARVE,2.74,260418.0,24401.0,M17 - MONTE GORDO,EM SERVIÇO,101660,37.18357,-7.45269,600/15
795,,FARO,TAVIRA,CONCEIÇÃO,RIBEIRAS DO ALGARVE,43.0,249060.0,21570.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,101741,37.15873,-7.58078,600/152
796,IRH Nº 53,FARO,TAVIRA,CONCEIÇÃO,RIBEIRAS DO ALGARVE,30.6,248100.0,20570.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,101744,37.14976,-7.59165,600/155
797,,FARO,CASTRO MARIM,CASTRO MARIM,RIBEIRAS DO ALGARVE,4.24,258430.0,23470.0,M17 - MONTE GORDO,EM SERVIÇO,105119,37.17531,-7.47515,600/17
798,,FARO,CASTRO MARIM,ALTURA,RIBEIRAS DO ALGARVE,48.0,254300.0,25950.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,101758,37.1979,-7.52147,600/173
799,2 AH,FARO,CASTRO MARIM,CASTRO MARIM,GUADIANA,30.0,261030.0,28050.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,101774,37.2164,-7.4455,600/191
800,,FARO,CASTRO MARIM,CASTRO MARIM,GUADIANA,25.68,257408.0,24918.0,M16 - S. BARTOLOMEU,EM SERVIÇO,101668,37.18842,-7.48655,600/24
801,,FARO,CASTRO MARIM,-,GUADIANA,22.14,255570.99,24539.62,M16 - S. BARTOLOMEU,,2061490,37.18512,-7.50726,600/266
802,,FARO,VILA REAL DE SANTO ANTÓNIO,-,RIBEIRAS DO ALGARVE,14.75,254896.09,23152.86,M0 - ORLA MERIDIONAL INDIFERENCIADO,,2061650,37.17266,-7.51497,600/267
803,,FARO,VILA REAL DE SANTO ANTÓNIO,-,RIBEIRAS DO ALGARVE,3.51,261515.87,24957.57,M17 - MONTE GORDO,EM SERVIÇO,2053116,37.18851,-7.44029,600/270
804,,FARO,CASTRO MARIM,CASTRO MARIM,GUADIANA,18.26,258680.0,26220.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,101671,37.20007,-7.47212,600/28
805,,FARO,VILA REAL DE SANTO ANTÓNIO,-,RIBEIRAS DO ALGARVE,12.47,254908.12,23251.15,M16 - S. BARTOLOMEU,EM SERVIÇO,2053106,37.17355,-7.51482,600/295
806,,FARO,CASTRO MARIM,-,RIBEIRAS DO ALGARVE,9.0,256759.0,24226.0,M16 - S. BARTOLOMEU,,2081450,37.18222,-7.49391,600/300
807,,FARO,CASTRO MARIM,ALTURA,RIBEIRAS DO ALGARVE,26.64,255900.0,24850.0,M16 - S. BARTOLOMEU,EM SERVIÇO,101675,37.18789,-7.50354,600/33
808,,FARO,CASTRO MARIM,ALTURA,RIBEIRAS DO ALGARVE,32.97,255992.0,25102.0,M16 - S. BARTOLOMEU,EM SERVIÇO,105852,37.19016,-7.50248,600/37
809,JK 3  S08,FARO,VILA REAL DE SANTO ANTÓNIO,VILA REAL DE SANTO ANTÓNIO,RIBEIRAS DO ALGARVE,6.52,262070.0,24120.0,M17 - MONTE GORDO,EM SERVIÇO,105121,37.18093,-7.43411,600/43
810,JK 4  S09,FARO,VILA REAL DE SANTO ANTÓNIO,VILA REAL DE SANTO ANTÓNIO,GUADIANA,3.71,263179.0,24203.0,M17 - MONTE GORDO,EM SERVIÇO,105857,37.1816,-7.42162,600/44
811,JK 5,FARO,VILA REAL DE SANTO ANTÓNIO,VILA REAL DE SANTO ANTÓNIO,GUADIANA,4.31,263200.0,24950.0,M17 - MONTE GORDO,EM SERVIÇO,105858,37.18833,-7.42132,600/45
812,JK 10,FARO,VILA REAL DE SANTO ANTÓNIO,VILA REAL DE SANTO ANTÓNIO,GUADIANA,4.77,262758.0,24158.0,M17 - MONTE GORDO,EM SERVIÇO,105862,37.18122,-7.42636,600/50
813,AC 1,FARO,VILA REAL DE SANTO ANTÓNIO,MONTE GORDO,RIBEIRAS DO ALGARVE,3.99,261200.0,24350.0,M17 - MONTE GORDO,EM SERVIÇO,105866,37.18306,-7.44389,600/54
814,AC 2,FARO,CASTRO MARIM,ALTURA,RIBEIRAS DO ALGARVE,3.38,256350.0,23850.0,M16 - S. BARTOLOMEU,EM SERVIÇO,105870,37.17886,-7.49854,600/59
815,JK 3,FARO,VILA REAL DE SANTO ANTÓNIO,VILA NOVA DE CACELA,RIBEIRAS DO ALGARVE,5.83,255256.0,23344.0,M16 - S. BARTOLOMEU,EM SERVIÇO,105872,37.17436,-7.5109,600/63
816,,FARO,VILA REAL DE SANTO ANTÓNIO,VILA NOVA DE CACELA,RIBEIRAS DO ALGARVE,12.75,254000.0,23150.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,105875,37.17269,-7.52506,600/66
817,,FARO,VILA DO BISPO,VILA DO BISPO,RIBEIRAS DO ALGARVE,72.84,128980.0,10400.0,M1 - COVÕES,EM SERVIÇO,101794,37.05667,-8.93153,601/4
818,,FARO,LAGOS,BARÃO DE SÃO JOÃO,RIBEIRAS DO ALGARVE,61.41,145543.51,19394.17,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO,101965,37.13882,-8.74598,602/178
819,,FARO,LAGOS,LAGOS (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,30.23,150322.0,19184.0,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO,101973,37.13719,-8.69219,602/187
820,,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,48.36,147106.0,16974.0,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO,102019,37.1171,-8.72823,602/242
821,,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,18.0,143690.0,14780.0,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO,102061,37.09713,-8.76649,602/292
822,,FARO,LAGOS,BARÃO DE SÃO JOÃO,RIBEIRAS DO ALGARVE,57.46,143977.0,17113.0,M2 - ALMÁDENA - ODEÁXERE,EM RESERVA,102078,37.11817,-8.76344,602/311
823,LF 9,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,8.56,142640.0,14260.0,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO,101841,37.09239,-8.77826,602/32
824,LF 10,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,9.16,142500.0,14270.0,M2 - ALMÁDENA - ODEÁXERE,EM RESERVA,101844,37.09247,-8.77984,602/36
825,JK 2,FARO,VILA DO BISPO,BUDENS,RIBEIRAS DO ALGARVE,30.0,141250.0,14100.0,M2 - ALMÁDENA - ODEÁXERE,ABANDONADO,109224,37.09086,-8.79389,602/360
826,,FARO,LAGOS,-,RIBEIRAS DO ALGARVE,9.16,150204.0,18077.0,M2 - ALMÁDENA - ODEÁXERE,,2046006,37.12721,-8.69344,602/424
827,,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,22.48,144316.0,14536.0,M2 - ALMÁDENA - ODEÁXERE,EM RESERVA,101850,37.09497,-8.75943,602/43
828,,FARO,LAGOS,-,RIBEIRAS DO ALGARVE,70.99,145363.0,19486.0,M2 - ALMÁDENA - ODEÁXERE,,2067850,37.13963,-8.74802,602/552
829,,FARO,LAGOS,-,RIBEIRAS DO ALGARVE,66.58,145390.0,19412.0,M2 - ALMÁDENA - ODEÁXERE,,2067970,37.13897,-8.74771,602/553
830,,FARO,LAGOS,LAGOS (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,25.51,150780.0,15770.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,101864,37.10645,-8.68681,602/58
831,,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,56.11,144700.0,12450.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,101874,37.0762,-8.75496,602/70
832,,FARO,LAGOS,BENSAFRIM,RIBEIRAS DO ALGARVE,9.48,149254.0,19384.0,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO,101879,37.13893,-8.70422,602/76
833,,FARO,VILA DO BISPO,BUDENS,RIBEIRAS DO ALGARVE,36.26,137872.0,12492.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM RESERVA,101880,37.07615,-8.83174,602/77
834,,FARO,LAGOS,BARÃO DE SÃO JOÃO,RIBEIRAS DO ALGARVE,73.53,142100.0,18550.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,101883,37.131,-8.78467,602/81
835,,FARO,LAGOS,LAGOS (SANTA MARIA),RIBEIRAS DO ALGARVE,82.0,149100.0,15200.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,101895,37.10123,-8.70567,602/95
836,,FARO,PORTIMÃO,-,RIBEIRAS DO ALGARVE,18.39,160330.0,19930.0,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM SERVIÇO,71835,37.14439,-8.5796,603/121
837,,FARO,PORTIMÃO,-,RIBEIRAS DO ALGARVE,21.63,160700.0,19461.0,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,,2061890,37.14018,-8.57541,603/142
838,,FARO,PORTIMÃO,ALVOR,RIBEIRAS DO ALGARVE,30.0,160090.0,18230.0,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM SERVIÇO,102127,37.12906,-8.58221,603/19
839,,FARO,PORTIMÃO,ALVOR,RIBEIRAS DO ALGARVE,36.0,161110.0,17650.0,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,ABANDONADO,102132,37.12388,-8.5707,603/26
840,,FARO,LAGOS,LAGOS (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,28.0,152350.0,19020.0,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO,102141,37.13582,-8.66935,603/38
841,,FARO,LAGOA,FERRAGUDO,RIBEIRAS DO ALGARVE,70.0,167100.0,16000.0,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO,102144,37.10924,-8.50322,603/41
842,,FARO,LAGOA,FERRAGUDO,ARADE,33.02,167042.0,16718.0,M4 - FERRAGUDO - ALBUFEIRA,,2040922,37.11571,-8.50391,603/73
843,,FARO,LAGOA,CARVOEIRO,RIBEIRAS DO ALGARVE,25.0,170350.0,15000.0,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO,102233,37.10034,-8.46662,604/106
844,,FARO,LAGOA,ESTÔMBAR,ARADE,22.8,168430.0,19650.0,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO,102243,37.14218,-8.48842,604/118
845,,FARO,LAGOA,LAGOA,ARADE,38.2,172920.0,18320.0,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO,102249,37.13033,-8.43783,604/125
846,,FARO,SILVES,PÊRA,RIBEIRAS DO ALGARVE,7.07,181370.0,16770.0,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO,105177,37.11657,-8.3427,604/23
847,,FARO,LAGOA,-,ARADE,39.82,169195.0,18067.0,M4 - FERRAGUDO - ALBUFEIRA,EM RESERVA,71821,37.12794,-8.47974,604/322
848,,FARO,LAGOA,-,RIBEIRAS DO ALGARVE,74.88,174945.38,14929.78,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO,2053450,37.09984,-8.41493,604/492
849,JK 9,FARO,LAGOA,PORCHES,RIBEIRAS DO ALGARVE,45.5,176280.0,19443.0,M4 - FERRAGUDO - ALBUFEIRA,EM RESERVA,102197,37.14054,-8.40006,604/63
850,,FARO,LAGOA,PORCHES,RIBEIRAS DO ALGARVE,80.32,176720.0,19520.0,M4 - FERRAGUDO - ALBUFEIRA,EM RESERVA,102203,37.14125,-8.39511,604/70
851,,FARO,LAGOA,PORCHES,RIBEIRAS DO ALGARVE,73.84,175750.0,17800.0,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO,102206,37.12573,-8.40597,604/74
852,,FARO,LAGOA,LAGOA,RIBEIRAS DO ALGARVE,69.17,174850.0,15000.0,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO,102215,37.10047,-8.416,604/85
853,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,31.29,198036.0,16692.0,M7 - QUARTEIRA,EM RESERVA,106273,37.11605,-8.15518,605/107
854,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,38.0,198830.0,16850.0,M7 - QUARTEIRA,EM SERVIÇO,102357,37.11748,-8.14625,605/112
855,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,24.0,197290.0,15810.0,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM SERVIÇO,102375,37.10811,-8.16357,605/134
856,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,46.08,195608.0,14370.0,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM SERVIÇO,102428,37.09512,-8.18249,605/200
857,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,46.99,193120.0,14530.0,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM SERVIÇO,102439,37.09655,-8.21047,605/212
858,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,19.66,185270.0,13559.0,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO,107419,37.08771,-8.29876,605/268
859,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,44.21,199898.0,17173.0,M7 - QUARTEIRA,ABANDONADO,105216,37.12039,-8.13423,605/303
860,JCS 15,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,9.22,197467.25,14250.0,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM RESERVA,102517,37.09405,-8.16157,605/314
861,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,68.84,194327.0,17427.0,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,ABANDONADO,102525,37.12266,-8.19692,605/324
862,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,66.2,189500.0,16500.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,102527,37.11427,-8.25122,605/327
863,,FARO,ALBUFEIRA,-,RIBEIRAS DO ALGARVE,39.57,196243.0,14511.0,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,,71831,37.0964,-8.17535,605/345
864,,FARO,ALBUFEIRA,-,RIBEIRAS DO ALGARVE,96.08,193349.71,19814.99,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,,71838,37.14417,-8.20794,605/346
865,,FARO,ALBUFEIRA,GUIA,RIBEIRAS DO ALGARVE,22.39,184580.0,16270.0,M4 - FERRAGUDO - ALBUFEIRA,ABANDONADO,102297,37.11213,-8.30657,605/39
866,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,73.06,190420.0,17820.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,102299,37.12617,-8.24089,605/42
867,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,47.63,188090.0,13850.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,102300,37.09037,-8.26704,605/43
868,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,40.58,193162.98,14877.21,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM RESERVA,2040928,37.09968,-8.20999,605/431
869,,FARO,ALBUFEIRA,-,RIBEIRAS DO ALGARVE,64.68,192155.16,16113.41,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,ABANDONADO,2062490,37.11081,-8.22134,605/505
870,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,31.43,189210.0,15070.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,105192,37.10138,-8.25446,605/56
871,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,51.4,195706.0,15830.0,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM SERVIÇO,102330,37.10828,-8.18139,605/78
872,AC 2,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,6.83,211317.0,10553.0,M12 - CAMPINA DE FARO,EM RESERVA,107724,37.06067,-8.00584,606/1026
873,,FARO,FARO,FARO (SÃO PEDRO),RIBEIRAS DO ALGARVE,16.02,215508.0,10749.0,M12 - CAMPINA DE FARO,EM SERVIÇO,107731,37.06238,-7.95872,606/1033
874,,FARO,FARO,SANTA BÁRBARA DE NEXE,RIBEIRAS DO ALGARVE,86.33,214750.0,14550.0,M9 - ALMANSIL - MEDRONHAL,EM RESERVA,107735,37.09664,-7.96717,606/1038
875,JK 5,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,68.57,202650.0,18700.0,M7 - QUARTEIRA,EM SERVIÇO,107737,37.13415,-8.10326,606/104
876,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,74.21,209684.0,14470.0,M9 - ALMANSIL - MEDRONHAL,EM SERVIÇO,107739,37.09599,-8.02415,606/1042
877,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,51.05,206868.0,15425.0,M7 - QUARTEIRA,EM SERVIÇO,107740,37.10462,-8.05582,606/1043
878,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,59.56,207274.0,17089.0,M7 - QUARTEIRA,EM SERVIÇO,107741,37.11961,-8.05124,606/1044
879,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,97.62,208268.0,18584.0,M7 - QUARTEIRA,EM SERVIÇO,109143,37.13307,-8.04004,606/1045
880,,FARO,LOULÉ,QUARTEIRA,RIBEIRAS DO ALGARVE,52.0,205300.0,15200.0,M7 - QUARTEIRA,EM SERVIÇO,107743,37.1026,-8.07346,606/1047
881,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,86.7,205850.0,19200.0,M7 - QUARTEIRA,EM RESERVA,107744,37.13864,-8.06724,606/1049
882,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,57.11,212434.0,12477.0,M10 - S. JOÃO DA VENDA - QUELFES,EM RESERVA,107746,37.078,-7.99325,606/1050
883,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,48.62,208180.0,12060.0,M12 - CAMPINA DE FARO,EM SERVIÇO,107753,37.07428,-8.0411,606/1057
884,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,10.0,205650.0,10950.0,M12 - CAMPINA DE FARO,,2081930,37.0643,-8.06956,606/1092
885,FURO Nº1,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,23.44,204122.0,12947.0,M7 - QUARTEIRA,EM RESERVA,71823,37.0823,-8.08673,606/1101
886,,FARO,LOULÉ,QUARTEIRA,RIBEIRAS DO ALGARVE,5.54,205022.47,10524.03,M12 - CAMPINA DE FARO,EM RESERVA,2047288,37.06047,-8.07662,606/1118
887,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,40.11,207835.0,10082.0,M12 - CAMPINA DE FARO,ENTULHADO,71842,37.05646,-8.045,606/1122
888,,FARO,FARO,-,RIBEIRAS DO ALGARVE,29.58,212192.88,11681.24,M12 - CAMPINA DE FARO,EM RESERVA,2046000,37.07083,-7.99598,606/1461
889,21 SH,FARO,LOULÉ,QUARTEIRA,RIBEIRAS DO ALGARVE,53.0,204310.0,14900.0,M7 - QUARTEIRA,ABANDONADO,107816,37.0999,-8.0846,606/159
890,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,36.31,201838.48,16202.89,M7 - QUARTEIRA,EM RESERVA,2062930,37.11165,-8.1124,606/1623
891,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,5.59,200509.0,12957.0,M7 - QUARTEIRA,,2062970,37.0824,-8.12736,606/1624
892,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,5.59,200511.0,12959.0,M7 - QUARTEIRA,,2063050,37.08242,-8.12734,606/1625
893,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,40.0,207817.0,10078.0,M12 - CAMPINA DE FARO,,2077730,37.05643,-8.0452,606/1639
894,29 SH,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,28.0,211190.0,11830.0,M12 - CAMPINA DE FARO,ABANDONADO,107825,37.07218,-8.00725,606/167
895,AC 1,FARO,LOULÉ,QUARTEIRA,RIBEIRAS DO ALGARVE,27.38,205238.0,12380.0,M7 - QUARTEIRA,EM RESERVA,107878,37.07719,-8.07418,606/217
896,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,52.46,213553.0,13922.0,M9 - ALMANSIL - MEDRONHAL,ABANDONADO,107987,37.091,-7.98064,606/319
897,JK 5,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,27.47,207250.0,11000.0,M12 - CAMPINA DE FARO,EM SERVIÇO,106626,37.06474,-8.05157,606/647
898,,FARO,LOULÉ,QUARTEIRA,RIBEIRAS DO ALGARVE,40.09,202792.53,13482.23,M7 - QUARTEIRA,EM RESERVA,108626,37.08713,-8.10168,606/953
899,JK 2,FARO,LOULÉ,QUARTEIRA,RIBEIRAS DO ALGARVE,22.26,201300.0,15900.0,M7 - QUARTEIRA,EM SERVIÇO,108644,37.10892,-8.11846,606/971
900,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,67.1,201024.0,18635.0,M7 - QUARTEIRA,EM RESERVA,109178,37.13356,-8.12156,606/979
901,JK 10,FARO,FARO,SANTA BÁRBARA DE NEXE,RIBEIRAS DO ALGARVE,82.79,215570.0,13770.0,M9 - ALMANSIL - MEDRONHAL,EM RESERVA,108656,37.0896,-7.95796,606/985
902,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,48.0,222800.0,11900.0,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO,108882,37.0726,-7.8767,607/217
903,,FARO,FARO,SANTA BÁRBARA DE NEXE,RIBEIRAS DO ALGARVE,45.1,216100.0,12300.0,M9 - ALMANSIL - MEDRONHAL,EM SERVIÇO,108695,37.07634,-7.95203,607/25
904,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,90.0,223300.0,13100.0,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO,108924,37.0834,-7.87104,607/259
905,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,72.94,224384.12,12245.19,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO,108942,37.07567,-7.85887,607/278
906,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,55.0,230650.0,11590.0,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO,108978,37.06959,-7.78844,607/319
907,,FARO,OLHÃO,-,RIBEIRAS DO ALGARVE,133.88,230119.0,19606.0,M13 - PERAL - MONCARAPACHO,EM RESERVA,109033,37.14183,-7.79409,607/378
908,,FARO,OLHÃO,-,RIBEIRAS DO ALGARVE,219.05,225838.0,17253.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM RESERVA,109039,37.12076,-7.84235,607/390
909,,FARO,FARO,SANTA BÁRBARA DE NEXE,RIBEIRAS DO ALGARVE,88.73,217030.0,14180.0,M9 - ALMANSIL - MEDRONHAL,EM SERVIÇO,108710,37.09327,-7.94153,607/41
910,,FARO,FARO,SANTA BÁRBARA DE NEXE,RIBEIRAS DO ALGARVE,268.0,216850.0,17200.0,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO,109067,37.12048,-7.94349,607/419
911,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,114.9,229686.0,16650.0,M13 - PERAL - MONCARAPACHO,ABANDONADO,109097,37.11521,-7.79908,607/451
912,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,42.0,218020.0,12450.0,M9 - ALMANSIL - MEDRONHAL,EM SERVIÇO,109109,37.07766,-7.93044,607/467
913,,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,76.81,224350.0,12560.0,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO,109115,37.07851,-7.85925,607/476
914,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,34.98,230144.0,10820.0,M10 - S. JOÃO DA VENDA - QUELFES,ABANDONADO,109119,37.06266,-7.79416,607/484
915,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,49.25,229600.0,12400.0,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO,109120,37.07692,-7.80021,607/485
916,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,70.39,231656.0,15272.0,M13 - PERAL - MONCARAPACHO,EM SERVIÇO,109121,37.10273,-7.77697,607/486
917,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,136.3,228600.0,15950.0,M13 - PERAL - MONCARAPACHO,EM SERVIÇO,109123,37.10894,-7.81132,607/488
918,,FARO,OLHÃO,MONCARAPACHO,RIBEIRAS DO ALGARVE,138.06,228400.0,17700.0,M13 - PERAL - MONCARAPACHO,EM SERVIÇO,109209,37.12471,-7.81351,607/489
919,,FARO,SÃO BRÁS DE ALPORTEL,SÃO BRÁS DE ALPORTEL,RIBEIRAS DO ALGARVE,161.26,227227.0,18111.0,M13 - PERAL - MONCARAPACHO,EM SERVIÇO,109124,37.12845,-7.82669,607/492
920,,FARO,OLHÃO,PECHÃO,RIBEIRAS DO ALGARVE,42.68,223148.0,10786.0,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO,109125,37.06256,-7.87282,607/493
921,JCS 3,FARO,FARO,CONCEIÇÃO,RIBEIRAS DO ALGARVE,58.77,220380.0,11750.0,M10 - S. JOÃO DA VENDA - QUELFES,EM SERVIÇO,109239,37.07131,-7.90391,607/497
922,,FARO,FARO,CONCEIÇÃO,RIBEIRAS DO ALGARVE,25.0,216680.0,10550.0,M12 - CAMPINA DE FARO,EM SERVIÇO,109128,37.06057,-7.94555,607/498
923,,FARO,OLHÃO,-,RIBEIRAS DO ALGARVE,42.51,226756.0,11478.0,M10 - S. JOÃO DA VENDA - QUELFES,EM RESERVA,71846,37.0687,-7.83223,607/564
924,JK 5,FARO,FARO,ESTOI,RIBEIRAS DO ALGARVE,40.16,218318.0,12437.0,M10 - S. JOÃO DA VENDA - QUELFES,EM RESERVA,108743,37.07754,-7.92708,607/74
925,,FARO,OLHÃO,-,RIBEIRAS DO ALGARVE,54.89,224477.81,10095.46,M10 - S. JOÃO DA VENDA - QUELFES,EM RESERVA,2063170,37.0563,-7.85789,607/867
